io.netty,netty-codec-http2,4.1.23.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.23.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.22.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.22.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.22.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.22.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.21.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.21.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.21.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.21.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.20.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.20.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.20.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.20.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.19.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.19.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.19.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.19.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.18.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.18.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.18.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.18.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.17.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.17.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.17.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.17.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.16.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.16.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.16.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.16.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.15.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.15.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.15.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.15.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.14.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.14.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.14.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.14.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.13.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.13.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.13.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.13.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.12.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.12.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.12.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.12.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.11.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.11.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.11.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.11.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.10.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.10.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.10.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.10.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.9.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.9.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.9.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.9.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.8.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.8.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.8.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.8.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.7.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.7.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.7.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.7.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.6.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.6.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.6.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.6.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.5.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.5.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.5.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.5.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.4.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.4.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.4.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.4.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.3.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.3.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.3.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.3.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.2.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.2.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.2.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.2.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.1.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.1.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.1.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.1.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.0.Final,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.Final,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.Final,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.Final,"[['CVE-2020-11612', '7.5', 'HIGH'], ['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",8.566666666666668,25.700000000000003
io.netty,netty-codec,4.1.0.CR7,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.CR7,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.CR7,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.CR7,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.CR6,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.CR6,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.CR6,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.CR6,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.CR5,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.CR5,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.CR5,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.CR5,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.CR4,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.CR4,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.CR4,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.CR4,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.CR3,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.CR3,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.CR3,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.CR3,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.CR2,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.CR2,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.CR2,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.CR2,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.CR1,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.CR1,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.CR1,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.CR1,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.Beta8,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.Beta8,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.Beta8,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.Beta8,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.Beta7,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.Beta7,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.Beta7,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.Beta7,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.Beta6,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.Beta6,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.Beta6,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.Beta6,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.Beta5,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.Beta5,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-codec-http2,4.1.0.Beta5,"[['CVE-2021-21295', '5.9', 'MEDIUM'], ['CVE-2021-21409', '5.9', 'MEDIUM']]",5.9,11.8
io.netty,netty-handler,4.1.0.Beta5,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.Beta4,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
io.netty,netty-codec-http,4.1.0.Beta4,"[['CVE-2021-43797', '6.5', 'MEDIUM'], ['CVE-2022-24823', '5.5', 'MEDIUM'], ['CVE-2021-21290', '5.5', 'MEDIUM']]",5.833333333333333,17.5
io.netty,netty-handler,4.1.0.Beta4,"[['CVE-2019-20445', '9.1', 'CRITICAL'], ['CVE-2019-20444', '9.1', 'CRITICAL']]",9.1,18.2
io.netty,netty-codec,4.1.0.Beta3,"[['CVE-2021-37137', '7.5', 'HIGH'], ['CVE-2021-37136', '7.5', 'HIGH']]",7.5,15.0
